raw_text,normalized_text,issue_summary,primary_domain,issue_type,severity_level,public_safety_flag,vulnerable_population_flag,inferred_language,submission_channel,city,ward_id,has_image,image_description,confidence,is_edge_case,is_noisy,clip_prompt
rats in our area due to garbage please help,A garbage accumulation or sanitation issue has been reported.,"Unauthorized commercial activities are taking place in the residential zone near Nerkundram, causing traffic, noise and pollution.",Urban Planning & Real Estate,encroachment,5,0,False,English,Web App,Chennai,153,False,,0.78,False,True,"A photo showing encroachment, a civic issue, or broken public infrastructure."
"Double parking near Chromepet junction, ambulances cannot pass.",Illegal parking near Chromepet is blocking traffic and preventing emergency vehicle access.,Illegal and double parking near Chromepet is blocking a full lane of traffic. Emergency vehicles are unable to pass.,Transportation & Traffic,parking_violation,4,0,False,English,Web App,Chennai,159,False,,0.87,False,False,"A photo showing parking violation, a civic issue, or broken public infrastructure."
Street light bulb has fused and nobody is replacing it.,"Street lights are non-functional in Ekkattuthangal, leaving the area in complete darkness at night.",Street lighting has been out in Ekkattuthangal for over two weeks. Residents report safety concerns including theft and women being unable to walk at night.,Core Infrastructure & Public Works,street_lighting_failure,6,1,False,English,Citizen Kiosk,Chennai,120,False,,0.87,False,False,"A photo showing street lighting failure, a civic issue, or broken public infrastructure."
குப்பை வண்டி வரவில்லை,A garbage accumulation or sanitation issue has been reported.,Stagnant water accumulation near Okkiyam Thuraipakkam has led to a severe mosquito breeding problem. Dengue cases are being reported.,"Sanitation, Environment & Parks",vector_pest_control,6,0,False,Tamil,Voice Hotline,Chennai,184,False,,0.7,False,True,"A photo showing vector pest control, a civic issue, or broken public infrastructure."
நோயாளி வாகனம் கூட போக முடியவில்லை.,Illegal parking near Royapettah is blocking traffic and preventing emergency vehicle access.,Illegal and double parking near Royapettah is blocking a full lane of traffic. Emergency vehicles are unable to pass.,Transportation & Traffic,parking_violation,4,0,False,Tamil,WhatsApp,Chennai,111,False,,0.88,False,False,"A photo showing parking violation, a civic issue, or broken public infrastructure."
மூடிய அங்கன்வாடியின் படம் இணைத்துள்ளேன்.,The anganwadi center in Tambaram East has been non-functional for weeks depriving children of meals.,The anganwadi center in Tambaram East has been closed for three weeks. Young children are being deprived of nutrition and early care services.,Social Infrastructure & Public Health,public_health_service,7,0,True,Tamil,Citizen Kiosk,Chennai,160,True,Image of an anganwadi building with a damaged roof and broken windows.,0.96,False,False,"A photo showing public health service, a civic issue, or broken public infrastructure."
"Anganwadi teacher absent most days, no one to look after children.",The anganwadi center in Kottivakkam South has been non-functional for weeks depriving children of meals.,The anganwadi center in Kottivakkam South has been closed for three weeks. Young children are being deprived of nutrition and early care services.,Social Infrastructure & Public Health,public_health_service,7,0,True,English,Citizen Kiosk,Chennai,190,False,,0.93,False,False,"A photo showing public health service, a civic issue, or broken public infrastructure."
I wish to file an urgent complaint regarding the water supply in Basin Bridge. We have been without municipal water for four consecutive days. I am attaching a photo of our empty water storage tank. The entire street of roughly forty households has had no supply. We have been buying water from private tankers at our own expense. When we contacted the helpline we were told there was a main pipe break. That was three days ago. Several elderly and sick residents are in great distress.,Water supply has been completely cut off in Basin Bridge for more than two days.,Residents of Basin Bridge have had no municipal water supply for over three days. Families are resorting to buying tanker water and have raised multiple complaints without resolution.,Core Infrastructure & Public Works,water_supply_failure,7,0,False,English,Citizen Kiosk,Chennai,51,True,Photo of a dry roadside water tap with a queue of people and empty pots nearby.,0.9,False,False,"A photo showing water supply failure, a civic issue, or broken public infrastructure."
சாப்பாட்டு கடை சமையலறையில் பல்லி மற்றும் கரப்பான் பூச்சி.,Unhygienic food is being served near Perambur West causing food poisoning with multiple residents hospitalised.,A food poisoning incident in Perambur West has led to multiple hospitalisations from a local eatery. Inspection is needed urgently.,Social Infrastructure & Public Health,public_health_service,8,1,False,Tamil,Voice Hotline,Chennai,73,False,,0.93,False,False,"A photo showing public health service, a civic issue, or broken public infrastructure."
Construction debris being dumped illegally near Poonamallee park.,Waste is being illegally dumped openly near the park or water body in Poonamallee causing pollution.,Illegal open dumping near the park or lake in Poonamallee is increasing daily. The practice is creating environmental and health hazards.,"Sanitation, Environment & Parks",waste_management,5,0,False,English,Web App,Chennai,152,False,,0.84,False,False,"A photo showing waste management, a civic issue, or broken public infrastructure."
No handwashing facility at street food stalls near Peravallur South.,Unhygienic food is being served near Peravallur South causing food poisoning with multiple residents hospitalised.,A food poisoning incident in Peravallur South has led to multiple hospitalisations from a local eatery. Inspection is needed urgently.,Social Infrastructure & Public Health,public_health_service,8,1,False,English,Citizen Kiosk,Chennai,77,False,,0.94,False,False,"A photo showing public health service, a civic issue, or broken public infrastructure."
Vegetable vendor encroaching footpath every morning near Madipakkam East.,Footpath near Madipakkam East has been fully encroached by vendors forcing pedestrians onto the road.,"Street vendors have taken over the footpath near Madipakkam East, leaving no space for pedestrians. Elderly residents are being forced to walk on the road.",Urban Planning & Real Estate,encroachment,4,0,False,English,Mobile App,Chennai,182,False,,0.94,False,False,"A photo showing encroachment, a civic issue, or broken public infrastructure."
