raw_text,ward_id,submission_channel,city,has_image,image_description,normalized_text,issue_summary,inferred_language,primary_domain,sub_domain,issue_type,severity_level,public_safety_flag,vulnerable_population_flag,classification_reasoning,confidence,is_edge_case,is_noisy
Attached photo shows shop extension onto public pavement.,101,WhatsApp,Chennai,True,Photo of a shop extending its display racks completely onto the public footpath.,Footpath near Virugambakkam has been fully encroached by vendors forcing pedestrians onto the road.,"Street vendors have taken over the footpath near Virugambakkam, leaving no space for pedestrians. Elderly residents are being forced to walk on the road.",English,Urban Planning & Real Estate,Zoning,encroachment,4,False,False,Footpath encroachment pushes pedestrians onto roads creating a safety risk.,0.98,False,False
"Marriage hall operating in residential zone, no permission.",24,Web App,Chennai,False,,Land use violations are occurring near Puthagaram with commercial or industrial use in residential zones.,"Unauthorized commercial activities are taking place in the residential zone near Puthagaram, causing traffic, noise and pollution.",English,Urban Planning & Real Estate,Zoning,land_use_violation,5,False,False,Land use violation in residential zones creates nuisance and violates planning laws.,0.94,False,False
I wish to file an urgent complaint regarding the water supply in Virugambakkam. We have been without municipal water for four consecutive days. I am attaching a photo of our empty water storage tank. The entire street of roughly forty households has had no supply. We have been buying water from private tankers at our own expense. When we contacted the helpline we were told there was a main pipe break. That was three days ago. Several elderly and sick residents are in great distress.,101,Web App,Chennai,True,Image of a building being constructed on what appears to be encroached land.,An unauthorized building is being constructed in Virugambakkam without required municipal approvals.,Illegal construction has been flagged in Virugambakkam where a building is being built without any approved plan.,English,Urban Planning & Real Estate,Construction,illegal_building,5,False,False,Unauthorized construction violates zoning laws and building regulations.,0.88,False,False
"Factory operating inside residential colony in Guindy, noise and pollution.",119,Mobile App,Chennai,False,,Land use violations are occurring near Guindy with commercial or industrial use in residential zones.,"Unauthorized commercial activities are taking place in the residential zone near Guindy, causing traffic, noise and pollution.",English,Urban Planning & Real Estate,Zoning,land_use_violation,5,False,False,Land use violation in residential zones creates nuisance and violates planning laws.,0.87,False,False
"Sinkhole forming on road near Chepauk, underground collapse suspected.",112,Mobile App,Chennai,False,,A sewer pipe has collapsed beneath the road in Chepauk causing a sinkhole and road subsidence.,Road subsidence in Chepauk is being caused by a collapsed underground sewer pipe. The area needs immediate emergency repair.,English,Core Infrastructure & Public Works,Drainage/Sewerage,sewer_collapse,9,True,False,Sewer collapse causing road sinkhole is an immediate structural and safety emergency.,0.92,False,False
Bus service suspended for three days without any announcement.,177,WhatsApp,Chennai,False,,MTC bus service to Valmiki Nagar has been suspended or severely reduced without prior notice.,Public bus service to Valmiki Nagar has been stopped with no advance notice. Commuters are stranded.,English,Transportation & Traffic,Public Transport,transport_disruption,4,False,False,Bus service suspension without notice is a public transport failure.,0.88,False,False
Road becomes a pond after every rain due to blocked drain.,176,Web App,Chennai,False,,The storm drain in Lattice Bridge is blocked causing the road to flood during every rainfall.,A clogged storm drain in Lattice Bridge is causing the road to flood during every rain event. The drain has not been cleared in months.,English,Core Infrastructure & Public Works,Drainage/Sewerage,blockage,5,False,False,Drain blockage causing repeated flooding is a core infrastructure maintenance failure.,0.93,False,False
"Construction blocking the footpath near Madhavaram South, pedestrians on road.",29,WhatsApp,Chennai,False,,An unauthorized building is being constructed in Madhavaram South without required municipal approvals.,Illegal construction has been flagged in Madhavaram South where a building is being built without any approved plan.,English,Urban Planning & Real Estate,Construction,illegal_building,5,False,False,Unauthorized construction violates zoning laws and building regulations.,0.85,False,False
"Government hospital in Anna Salai has no water supply and no doctors, complete failure.",63,Citizen Kiosk,Chennai,False,,"The government hospital in Anna Salai has no water supply for three days, affecting patient care.",An edge case where a water supply failure is directly impacting healthcare delivery at the government hospital in Anna Salai.,English,Social Infrastructure & Public Health,Healthcare,hospital_service_failure,9,True,True,Primary classification is healthcare failure despite water supply being the immediate cause.,0.77,True,False
"Classrooms in Mogappair West school have no windows, unsafe structure.",82,WhatsApp,Chennai,False,,The government school building in Mogappair West is in a deteriorated state with leaking roof and broken toilets.,Infrastructure at the government school in Mogappair West is in severe disrepair. The conditions are unhygienic and unsafe for children.,English,Social Infrastructure & Public Health,Schools,school_maintenance,6,False,True,Deteriorated school infrastructure directly affects children's safety.,0.95,False,False
"Pavement blocked by illegal stall, old people falling on road.",165,Citizen Kiosk,Chennai,False,,Footpath near Medavakkam has been fully encroached by vendors forcing pedestrians onto the road.,"Street vendors have taken over the footpath near Medavakkam, leaving no space for pedestrians. Elderly residents are being forced to walk on the road.",English,Urban Planning & Real Estate,Zoning,encroachment,4,False,False,Footpath encroachment pushes pedestrians onto roads creating a safety risk.,0.96,False,False
